Image	OCR
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000444.jpg	['~Booking com', 'otd', 'Mallibu', 'Dach [', 'ppd0', 'Houan', 'aonnot']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000887.jpg	['THUMA']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000312.jpg	"['LIVE', 'DEC; 2020: ""FAKE ELECTORS"" MEET TO SUBMIT', 'MSNBC', 'FALSE ELECTORAL SLATES TO CONGRESS', 'Livd', '7820', 'IRSOX CuMNIc ChuRcIIILL  CuxNi iaraie coxhicaccorauck conNic shiftax cConstanci Qood CONSTANcr T', '4']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000234.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACHILML Dor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000528.jpg	"['Jene', ""The defendant's principal objection to it"", 'is that it', 'would not permit the defendant or his counsel to publicly', 'disseminate, and publicize in the media, various', 'materials obtained from the Government in discovery:', 'BREAKING NEWS', 'DOJ: TRUMP ATTEMPTING TO ""TRY THIS CASE IN THE MEDIA""', 'MSNBC', 'IRACHELMDDOT ,', 'Jtntt', 'Joattt4', 'Lite']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000837.jpg	['UPCOMING TRUMP TRIALS', 'God wQ', 'Ny AG civil FRAUD Suit OCTOBER 2, 2023', 'FEDERAL Civil DEFAMATION Suit JANUARY 15, 2024', 'MANHATTAN DA Hush MONEy CASE MARCH 25, 2024', 'FEDERAL CLASSIFIED DOCUMENTS CASE MAY 20, 2024', 'MSNBC', 'IicHLLluldow', 'INT']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000011.jpg	['MSNBC', 'JRACHLMuLDow_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000617.jpg	['73AM', 'COMMERCIAL FREE', 'WORKDAY', '96Bkott']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000196.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'LIV', 'alz']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000088.jpg	['Illinois to ban advertising for guns _', 'allegedly marketed to kids and', 'militants', 'By Johno conmor', 'The prime exhibit', 'is the JR-15,', 'a smaller; lighter', 'version of the AR-15 semi-automatic rifle', 'MSNBC', 'LiV', '7.058']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000272.jpg	['SELF -', 'DETERMinATiON', 'NIVER', 'IS', 'BA $ | €', 'AgaN `', 'Rfor', 'human', 'IGHT', 'L', 'High-STAKES SPECIAL ELECTIONIN OHIO TOMORROW COULD', 'MSNBC', 'DECIDE FUTURE OF ABORTION IN THE STATE', 'eAchl ddo', 'Rins']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000676.jpg	['Amy GARDNER', 'che Uukxahiuaton Vost', 'MSNBC', 'NATIONAL POLITICAL REPORTER', 'Livt', '0.441']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000693.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To""FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'Livi', '0.456']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000153.jpg	"['DESANTIS', '2', ""RON DESANTIS' MAIN PRESIDENTIAL CAMPAIGN Pitch"", 'MSNBC', 'IS THAT HELL MAKE AMERICA MORE LIKE FLORIDA', 'Livt', 'Oodm']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000433.jpg	"['farxiga', '(dapagliflozin)""', 'FARXIGA helps you', 'living life', 'by reducing the risk of cardiovascular death', 'keep']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000371.jpg	"['OH SEC . OF STATE ADMITTED ISSUE 1 BALLOT MEASURE', 'MSNBC', 'IS ""100% ABOUT STOPPING POSSIBLE ABORTION AMENDMENT', 'Livt', '0.246']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000033.jpg	['', 'Shorshon', 'ShOT JhowTvi Jamuary ?0, 2027', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Livd', '7.015']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000513.jpg	['Rorhinu', '#turntun', 'Icttrt', '~mt', 'H Wttt', 'Iuuct vicwsi', 'MSNBC', 'LivI', '0:331']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000529.jpg	"['Jne', 'is particularly important here because of the defendant', ""and his co-conspirators' practice, as described in the"", 'indictment, of publicly targeting individuals:', 'BREAKING NEWS', 'DOJ: TRUMP ATTEMPTING TO ""TRY THIS CASE IN THE MEDIA""', 'MSNBC', 'IRACHELMDDOW', 'Jtode', 'Jodtett4', 'Cttdd']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000588.jpg	['BUBARU']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000424.jpg	['Salelite: AutoGlass', 'ue40', 'AutoGlass ']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000037.jpg	['Ir', '22Um', 'TLe', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Live', '6.025']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000270.jpg	"['E my', '~Pehul', 'FOLY', 'J', '(NMth he', 'CA Heolincare', 'Dufrot', 'WE Wont_', 'G0 Brck', 'High-STAKES SPECIAL ELECTION IN Ohio Tomorrow COULD', 'MSNBC', 'DECIDE FUTURE OF ABORTION IN THE STATE', 'Livd', '0:17 %', ""'TiTI"", '36']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000113.jpg	['NEWS', 'Trump Signs Bill Revoking Obama-Era Gun ', 'Checks for Pcople With Mental Illnesses', 'AlVital', 'MSNBC', 'IAcHLLMULDONL']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000148.jpg	"[""RON DESANTIS' MAIN PRESIDENTIAL CAMPAIGN Pitch"", 'MSNBC', 'IS THAT HELL MAKE AMERICA MORE LIKE FLORIDA', 'Livd', '6.006']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000425.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000909.jpg	['MSNBC', 'LivI', 'Whoom']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000643.jpg	['Coordinated', 'Eifort', 'MSNBC', 'Liv', '0*425']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000593.jpg	['Dod', '16€', 'Learnino']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000665.jpg	"['WAPO: JACK Smiths PROBE INTO ""FAKE ELECTORS""', 'MSNBC', 'STILL ONGOING DESPITE FILING OF FEDERAL INDICTMENT', 'LIVE', '78430']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000191.jpg	['Orlundo Sentinel', 'advice', 'young', 'Feds Tcbuke Forida nurgcon', 'on COVID vuccine', '04', 'MSNBC', 'Livt', '9.125', 'Kcnenul.', 'WctI']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000704.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To "" FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'LIVE', '7.405']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000282.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000261.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Liv', '6.17 5']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000288.jpg	['Whc Wolumubuts Olseutch', 'A tale of two polls. Why are poll', 'results about Ohio Issue 1 so very', 'different?', 'Experts', 'Robert Alerander and John Curlel', 'It is the first August statewide election on an issue in', 'nearly 100 years:', 'MSNBC', 'LIVE', '0:10 5']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000560.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000512.jpg	['MSNBC', 'Livu', '0:331']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000385.jpg	['CONNIE SCHULTZ', 'AUTHOR AND COLUMNiST', 'MSNBC', 'LIVE', '7*255']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000306.jpg	['Shot ShowTvi Jamuary ?0, 7027', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Livt', '020u']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000845.jpg	['67', 'MSNBC', 'JRACHILMALDor ']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000439.jpg	['Syrnptoma olthla Infection Includo lovot woaknote', '(arxiqa', 'Fand paln; tondornos', 'rednut', 'ewolling orthe genltol Orod']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000174.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACIILMuLDow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000181.jpg	['3 YE', 'Usie', 'LEPROSY CASES ON THE RISE IN FLORIDA', 'MSNBC', 'LiV', '7.116']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000833.jpg	['UPCOMING TRUMP TRIALS', 'Ny AG civil FRAUD Suit OCTOBER 2, 2023', 'MSNBC', 'Livi', '74556', 'NGod', 'IU']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000782.jpg	"['ACN REVIEW', '""Success at ACN is not a mystery', 'If', ""you don't succeed, ACN doesn't"", 'succeed', 'ACN uses a model with a', ""proven track record and it'$ creating"", ""millionaires '"", 'MSNBC', 'LIVI', '09516', 'HCN', 'Jool', 'Cv']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000727.jpg	"['Foodulis wahmedoruto to Eac0', 'Cosentyx""', 'HanunpeetinabborociNopcatla', 'uitt', 'utheel Irahdunt rctults nry Wty']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000225.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Jellldo']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000394.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'Livi', '9 256']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000783.jpg	"['ACN REVIEW', '""Success at ACN is not a mystery', 'If', ""you don't succeed, ACN doesn't"", 'succeed', 'ACN uses a model with a', ""proven track record and it'$ creating"", ""millionaires '"", 'MSNBC', 'Livi', '0.516', 'HCN', 'Jooi', 'Cv']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000353.jpg	['High-STAKFIRHZ', 'OHIo BALLOT MEASURE COULD DECIDE', 'MSNBC', 'OF ABORTION IN THE STATE', 'Livt', '0.235']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000430.jpg	['0e']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000764.jpg	['Operation( )Smile', '888-800-6791', 'www oporatlonsmile org']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000692.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To\'FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'IichLlluldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000054.jpg	['atnnchOGot', 'Jrd5', 'Jnd', 'MSNBC', 'LIVE', 'Uogm']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000024.jpg	"['JRIS %tno""', 'LAALLL', 'IeL (icAtioi', '34 WEC]', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'JiUcHLLMuldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000014.jpg	['Shot ShowIvi Jamuary ?0, 7027', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'LIVE', '7h00h']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000618.jpg	['FE EL', '90-S901', '966kott']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000646.jpg	['Coordinated', 'Eifort', 'MSNBC', 'LIVE', '78420']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000136.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACHILML Dor_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000595.jpg	"['Detergent', 'Dout', 'Un', 'nopaale', 'topaBLES', ""'leodino Ilquld dotoroont; Irom"", 'MdtmWnm']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000466.jpg	['3']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000251.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livt', '0:16 5']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000285.jpg	"[""What is Ohio's Issue 1? We explain"", 'would raise the threshold for constitutional amendments', 'to pass from 50%', 'to 60%', 'pV', 'MSNBC', 'Jichllluldow', 'Niwno']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000332.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'ena B']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000895.jpg	['Vi', 'Dishes', 'atn Fa titNmi-aad']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000387.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'LIVE', '7258']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000050.jpg	['PREVIOUS MARKETING FOR JR-15 RIFLE DESIGNED FOR KIDS', 'MSNBC', 'FEATURED SKULL AND CROSSBONES WITH A PACIFIER', 'Livi', '74028']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000208.jpg	"['Source NM', 'NEWS', 'probing', '%YilNNs fake electors be charged', '{Arizona $ attorncy,', 'Trump in', 'wlth', 'alternate clcotors\' who ""', '2020 clcction', 'AP', 'Gcorgia fake clcctors may face charges', 'clection probc', 'MSNBC', 'LIVE', '9.136', ""'gcncrali"", 'backcd']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000025.jpg	['GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'JRACHILML Dor_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000237.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livd', '7H156']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000407.jpg	"['CONNIE SCHULTZ', '""Hopefully Yo43s"" SuESTACK KUTHOR', 'MSNBC', 'Ichlliulddw']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000004.jpg	['MSNBC', 'Livu', '0:505']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000316.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livi', '6 205']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000017.jpg	['ShoT ShowTv Jamuary ?0, 7027', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Livi', '6.001']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000876.jpg	"['Innar obiorbont loyor', 'Loadlng', 'comoctior', 'Htt', ""'L"", 'discrcet', 'atways', 'com-']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000516.jpg	['MSNBC', 'Livi', '78345']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000835.jpg	['UPCOMING TRUMP TRIALS', 'Ny AG civil FRAUD Suit OCTOBER 2, 2023', 'FEDERAL Civil DEFAMATION Suit JANUARY 15, 2024', 'MANHATTAN DA Hush MONEy CASE MARCH 25, 2024', 'MSNBC', 'LIVE', '74995', 'INGod', 'IU']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000690.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To""FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'Live', '0 456']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000454.jpg	['gelden', 'ALL YOU CAN EAT', 'corral', 'WINGs & FRIED CHICKEN']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000495.jpg	['Elic Nelu Jork Uiblee', 'Jan: 6 Prosecutors Ask for Protective', 'Order; Citing Threatening Trump Post', 'Nlon Totrt', 'anucennuruna', 'MSNBC', 'IcHLLMULDot']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000240.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Wclalldoe']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000098.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Live', 'O.001']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000027.jpg	['Sho LsHd', 'ShoT ShowIvi Jamuary ?0, 7027', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Livt', '0,011']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000180.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livd', '7H115']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000327.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'JiUchllluldowe']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000592.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000836.jpg	['UPCOMING TRUMP TRIALS', 'Ny AG civil FRAUD Suit OCTOBER 2, 2023', 'FEDERAL Civil DEFAMATION Suit JANUARY 15, 2024', 'MANHATTAN DA Hush MONEy CASE MARCH 25, 2024', 'MSNBC', 'Iichllluldow', 'NGod', 'INT']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000338.jpg	['CONNIE SCHULTZ', 'AUTHOR ANd COLUMNiST', 'MSNBC']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000694.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To\'FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'Livt', '9.451']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000260.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livt', '6.106']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000867.jpg	['DUPIXENT can cause alloretc tcactions (hot can somchenes besevure: Gct hetpriht ANAV', 'Myou have swelling ol your face Mps mouth tonpuedr Ihroat,whcezing or troublebreathina']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000818.jpg	['67', 'MSNBC', 'JRACHILMuLDow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000584.jpg	"['ELIAS', 'undutigtaull', 'DIktarvy""', 'you have hopatlth 0 ond stop taning DIkTARVY', 'Your ncpatith', 'gct Worso', 'Hmoy']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000714.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000574.jpg	"['#1 PRESCRIBED', 'BIKTARVY', 'HIV TREATMENT', 'Melaeen', 'BIkIARVY""', 'proscription medicino for many Dooplo with HV-I', 'Your nealthcaro provldor WIll detorinino', 'DIKTApvy', 'Tiaht Ioryou']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000654.jpg	"['WAPO: TRUMP 2020 ELECTION INDICTMENT SHOWS', 'MSNBC', '""FAKE ELECTOR"" PLOT RAISED CONCERNS OVER LEGAL PERIL', 'IUchLLluldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000246.jpg	['ABORTL', 'SSAL', 'High-STAUTURH', 'OHIo BALLOT MEASURE COULD DECIDE', 'MSNBC', 'OF ABORTION IN THE STATE', 'LIVd', '0.105']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000386.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'LIVE', '7*256']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000003.jpg	['MSNBC', 'Livi', '04595']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000902.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000807.jpg	['The Message was materially false. The Investments did', 'not', 'and could not', 'offer a reasonable probability of', 'success:', 'MSNBC', 'LIVE', 'O;s31']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000490.jpg	['MSNBC', 'IrachLaudoow_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000747.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000328.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'WeEluddo']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000504.jpg	['Donald', '6ros DonabWiLo', 'IF YOU GO AFTER ME; iM COMING AFTER Youi', '10 Sk Rolqutna', '40k Luos', '^a04, 7028 #iupm', 'MSNBC', 'JeCl ddo', 'Waumuo', '7']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000577.jpg	"['@IK TARVY""', 'UUndctectablo mcanttho amount ol virus', 'In your Dlood', '3o low', 'cannol Do Mcoturc0 DY', 'lbtoa', '752']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000052.jpg	['PREVIOUS MARKETING FOR JR-15 RIFLE DESIGNED FOR KIDS', 'MSNBC', 'FEATURED SKULL AND CROSSBONES WITH A PACIFIER', 'JRACHLLMAL Done_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000802.jpg	['67', 'MSNBC', 'Livi', '0:536']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000858.jpg	['Doorboll', '1-800-ADT-ASAP', 'ADT com/.hop']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000212.jpg	['The Detrolt Ntua', '16 false Trump electors face felony', 'charges in Michigan', 'aeneinani', 'MSNBC', 'Wiachlluldow', 'cuar']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000498.jpg	['Cla Netw Uonk @umee', 'Jan. 6 Prosecutors Ask for Protective', 'Order; Citing Threatening Trump Post', '1E', 'YOU C0 AFTER ME, IM COMINO AFTER Youi', 'orak [a r', '4uk[ag', '0j 7A', 'Tonh', 'MSNBC', 'LiVE', '78826', 'Fat']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000449.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000901.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000421.jpg	['Safelite']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000810.jpg	['67', 'MSNBC', 'Livt', '0:536']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000379.jpg	"['OH SEC . OF STATE ADMITTED ISSUE 1 BALLOT MEASURE', 'MSNBC', 'IS ""100% ABOUT STOPPING POSSIBLE ABORTION AMENDMENT', 'JiAchLLMuldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000152.jpg	"['DESANTIS', '2', ""RON DESANTIS' MAIN PRESIDENTIAL CAMPAIGN Pitch"", 'MSNBC', 'IS THAT HELL MAKE AMERICA MORE LIKE FLORIDA', 'LiVI', 'O.Oo1']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000138.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Liv', '0.00#']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000774.jpg	['Ro', 'Wonuatnltol', 'WonderTrust.com', 'Wono', 'COR [', 'Find out if your company qualifies', 'for the ERC program', 'Melnttt aanietaamlr']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000438.jpg	['Thio', 'tho aroa botwoon tho aub', 'guntal.', 'farxiqu', 'porinoum', 'nd']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000860.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000323.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACHILMulDor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000303.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'LivE', 'Ohom']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000226.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'WachLLauddow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000051.jpg	['PREVIOUS MARKETING FOR JR-15 RIFLE DESIGNED FOR KIDS', 'MSNBC', 'FEATURED SKULL AND CROSSBONES WITH A PACIFIER', 'Livi', '7,035']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000903.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000896.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000709.jpg	['MSNBC', 'LivI', 'Or40m']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000854.jpg	['0.41', 'A (0)', 'Extorior ()', 'Kitahon (0)', 'Qodroom', 'Hu']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000215.jpg	"['cud', 'bctudi', 'DEC: 2020: ""FAKE ELECTORS"" MEET TO SUBMIT', 'MSNBC', 'FALSE ELECTORAL SLATES TO CONGRESS', 'IAcILMualdor']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000276.jpg	"['6t', 'Mv ko6', 'MY', 'Do', 'ScOTVs', ""'"", 'AVOELION', '79', '(', 'Bu', 'tN', 'ABORTION', 'Bilb', 'I CAR', 'MCMMY _', 'CARF', 'BOD', 'Aibaly:', 'CEEM', 'HiGH-STAKES SPECIAL ELECTION IN OHiO TOMoRROw COULD', 'MSNBC', 'DECIDE FUTURE OF ABORTION IN THE STATE', 'IeaBe', 'ReaSONS', 'WOMEN', 'AbORTIONS', 'StAY', 'Keep', 'V', 'L']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000734.jpg	[]
